ds,yhat,yhat_lower,yhat_upper
2024-03-10,111353.08937950878,-27912.563405355235,258958.3140530437
2024-03-11,86042.71979425784,-40078.653502294306,224074.72259558146
2024-03-12,92437.72250516564,-59931.206337808006,231148.86429350657
2024-03-13,100802.11970301915,-46767.35556115874,234402.1894381128
2024-03-14,77703.53148446631,-60540.68120670355,210075.88130048526
2024-03-15,70851.85737218361,-75242.63776608232,210485.3976889285
2024-03-16,81765.46944365939,-51715.01984353548,223887.99187306236
2024-03-17,111027.16048119793,-28633.233886442522,248930.3073240677
2024-03-18,85716.79089602472,-53579.66122400929,233416.86316261874
2024-03-19,92111.79360687519,-50545.64143185218,225509.97899557053
2024-03-20,100476.19080469094,-47530.56502014971,241993.1805961217
2024-03-21,77377.60258618783,-55442.800431444404,224261.3468907373
2024-03-22,70525.92847390394,-63138.217930461615,212352.8399558963
2024-03-23,81439.54054527218,-46436.95437926396,215738.05203227777
2024-03-24,110701.23158291813,-31676.587013235167,247285.85026997956
2024-03-25,85390.86199773227,-44189.18233028953,229579.93417403963
2024-03-26,91785.86470863032,-43100.76911014035,230282.52032103096
2024-03-27,100150.26190641092,-53906.12420240601,244716.17885491447
2024-03-28,77051.67368782674,-56457.77315876861,218690.2263388823
2024-03-29,70199.9995756037,-71778.6084263312,213760.09610912157
2024-03-30,81113.61164699818,-46488.61657119137,232956.50660962166
2024-03-31,110375.30268463833,-29567.18347378877,252022.4961351667
2024-04-01,85064.9330994059,-50776.76746067644,213784.81333994004
2024-04-02,91459.93581024298,-45512.81137178136,222561.8552838575
2024-04-03,99824.33300809149,-43341.50098454341,238534.7750179389
2024-04-04,76725.74478954825,-59035.905207032294,221333.91182157898
2024-04-05,69874.070677324,-71438.09475913878,202694.46621400662
2024-04-06,80787.68274873612,-68176.90720321954,215025.67465157984
2024-04-07,110049.373786343,-19767.86837465178,245704.72175793294
2024-04-08,84739.00420114737,-56878.484846599575,232483.06238188315
2024-04-09,91134.00691195253,-51783.48006911966,225556.69912353143
2024-04-10,99498.40410985966,-34815.93194056922,240230.51071299327
2024-04-11,76399.81589126977,-49567.310352896115,221960.50305531404
2024-04-12,69548.1417790443,-70453.56105394612,204621.6192603202
2024-04-13,80461.75385046809,-53284.825194308294,215687.15679699805
2024-04-14,109723.44488807638,-38330.897426467935,252382.97796107427
2024-04-15,84413.075302821,-52280.99764548211,204402.64797505428
2024-04-16,90808.07801366206,-43160.860241236136,230704.59971404762
2024-04-17,99172.47521153145,-44528.4830333582,234164.61280619577
2024-04-18,76073.88699294996,-68353.1946716078,211520.63162321973
2024-04-19,69222.21288074409,-74305.59893320018,192848.97556826365
2024-04-20,80135.82495220006,-54049.47110272119,224792.5053402564
2024-04-21,109397.51598976555,-23754.113712037826,232865.29830638337
2024-04-22,84087.14640449466,-57025.32008157712,216176.56715579482
2024-04-23,90482.1491154172,-52531.452546114364,238401.27892691412
2024-04-24,98846.54631325143,-43562.27824413722,238312.37638772363
2024-04-25,75747.95809478711,-73440.27857749796,221677.5046344753
2024-04-26,68896.28398243815,-68720.44712786123,220836.21693187865
2024-04-27,79809.89605393201,-65291.581605701875,225469.0819802626
2024-04-28,109071.58709148574,-37055.62366979517,244033.39326836888
2024-04-29,83761.21750629542,-42616.311595725936,215970.68004360757
2024-04-30,90156.22021707543,-53352.24412296428,224620.1229040435
2024-05-01,98520.6174149714,-53667.41017931822,234469.6791140107
2024-05-02,75422.02919642601,-55107.67489275549,217751.34910798035
2024-05-03,68570.35508418467,-79890.03975484555,213594.1222186024
2024-05-04,79483.96715566995,-59364.84293358044,215277.4808388509
2024-05-05,108745.65819319041,-35045.00728154374,243197.4139470501
2024-05-06,83435.2886079691,-54671.723345225655,227084.71419125848
2024-05-07,89830.29131883054,-49193.04769992539,233731.420893243
2024-05-08,98194.68851669139,-34502.509511938115,235399.61775913465
2024-05-09,75096.10029814752,-59147.72109870775,204454.3078831226
2024-05-10,68244.42618587876,-62654.37615431754,204321.24589584197
2024-05-11,79158.03825727678,-62321.96859512479,219691.14037076678
2024-05-12,108419.7292948951,-31194.363798859762,243324.74354991427
2024-05-13,83109.35970971052,-56094.46954295243,218860.64759528366
2024-05-14,89504.36242049451,-45034.18262066762,227224.10446518406
2024-05-15,97868.75961836314,-53101.50247011088,250965.05539879252
2024-05-16,74770.17139990203,-68959.52918603405,209455.88882253203
2024-05-17,67918.49728757284,-72453.03468274661,199069.39606090923
2024-05-18,78832.10935901469,-61953.891652034035,220476.44134580102
2024-05-19,108093.80039659978,-35071.25308116645,248541.1316593864
2024-05-20,82783.43081138417,-49491.00285803823,222146.67190701183
2024-05-21,89178.43352224964,-46071.89801983372,231656.6928489077
2024-05-22,97542.83072009194,-46634.48339471352,232842.93217096553
2024-05-23,74444.24250162356,-61121.38077368466,212689.97866594797
2024-05-24,67592.56838931936,-70293.11646142494,213940.12808076807
2024-05-25,78506.18046074071,-63391.55347102254,210788.14580455003
2024-05-26,107767.87149831765,-37626.287740658016,245060.96509894353
2024-05-27,82457.50191315105,-46377.36138048915,225600.3242024228
2024-05-28,88852.50462400477,-47743.957339495195,230294.3758099446
2024-05-29,97216.9018217637,-36825.989298561144,239454.52656335305
2024-05-30,74118.31360330376,-56892.607883288896,218732.84920227123
2024-05-31,67266.63949101343,-80308.19720551424,207065.06783920544
2024-06-01,78180.25156247865,-60939.814104283774,220459.9605028906
2024-06-02,107441.94260002232,-32312.772524342447,243674.03578166701
2024-06-03,82131.57301482471,-54443.059868534845,224566.19114454353
2024-06-04,88526.57572566874,-53021.125660089194,220775.78167597257
2024-06-05,96890.9729235319,-38509.19283205616,241081.13650427264
2024-06-06,73792.38470498395,-68824.49227245506,208323.51549761376
2024-06-07,66940.71059271322,-71630.72048006352,212821.50489443186
2024-06-08,77854.32266421655,-55879.58444080244,227587.8678447511
2024-06-09,107116.01370174251,-38999.462448580154,245022.4938561189
2024-06-10,81805.64411653225,-43628.007589705114,214574.13569316437
2024-06-11,88200.64682742384,-45309.82760596498,220156.4701303378
2024-06-12,96565.04402526071,-43287.18518803067,234405.93144905783
2024-06-13,73466.45580666416,-69182.8520437927,205926.31504276095
2024-06-14,66614.7816944073,-70180.62627494034,213599.93926485695
2024-06-15,77528.39376594259,-58755.96927683579,211530.94302644968
2024-06-16,106790.08480343167,-21134.1271370282,238162.34094619178
2024-06-17,81479.71521823978,-56627.02716206453,217799.08994071183
2024-06-18,87874.7179290821,-46266.33639232732,226080.06142231944
2024-06-19,96239.11512698067,-44389.406579381844,221538.80756465657
2024-06-20,73140.52690838571,-56979.36058123516,197521.9998347943
2024-06-21,66288.85279612758,-70523.29308416767,202007.77463846933
2024-06-22,77202.4648676805,-64010.32716132522,216177.1871767557
2024-06-23,106464.15590516507,-32088.888146490768,246951.7793922649
2024-06-24,81153.78631994735,-44620.42211479795,222740.980426981
2024-06-25,87548.78903083722,-58171.256118450365,226465.67563538862
2024-06-26,95913.18622865246,-46425.11368007132,225906.74341885126
2024-06-27,72814.59801002458,-59143.63088458794,219153.67952499678
2024-06-28,65962.92389784787,-70133.36040770184,202305.251501936
2024-06-29,76876.5359692814,-64839.165713875766,217267.05115451638
2024-06-30,106138.22700686973,-37458.45750953953,244568.14862976005
2024-07-01,80827.857421621,-63371.46400550058,217202.045796478
2024-07-02,87222.86013254676,-47800.563415920114,233491.51424366812
2024-07-03,95587.25733032421,-43834.79140287568,228422.17984497524
2024-07-04,72488.66911186173,-68508.12209771865,219784.08645069416
2024-07-05,65636.9949995682,-70253.96083709657,212423.68001630434
2024-07-06,76550.6070710193,-57480.71106907416,207250.65016039455
2024-07-07,105812.29810858992,-32474.15483831568,248691.07385701552
2024-07-08,80501.92852336244,-52799.75637260703,216676.98439397963
2024-07-09,86896.93123415942,-46560.39578532921,228632.93543517572
2024-07-10,95261.3284320924,-40666.83977668707,227519.92573020642
2024-07-11,72162.74021354193,-62477.5035163359,211088.6650341942
2024-07-12,65311.06610126226,-79104.65271612306,191271.42329136998
2024-07-13,76224.67817275129,-54559.27449942454,210809.13418360174
2024-07-14,105486.36921031012,-36061.87358916283,246637.856551831
2024-07-15,80175.99962509541,-61301.779761935715,211328.27588190435
2024-07-16,86571.00233586897,-59669.05069693625,224464.5614061256
2024-07-17,94935.39953376415,-46399.55859936194,230541.98330755092
2024-07-18,71836.81131526345,-56967.278154044594,216595.69984901889
2024-07-19,64985.137203008795,-79356.18375191867,197209.40143723632
2024-07-20,75898.74927435812,-61384.090210777096,220986.31641034936
2024-07-21,105160.44031199928,-35982.50948500897,248409.5987598312
2024-07-22,79850.07072680298,-64547.31728764828,209539.46543143116
2024-07-23,86245.07343762407,-53836.71288676332,221943.48820029656
2024-07-24,94609.47063548415,-41157.6436312387,230364.24921238708
